8,0,0,0,0,Male
6,0,0,0,1,Male
11,0,0,0,2,Male
10,0,0,0,1,Male
7,1,0,0,0,Male
8,1,0,0,0,Male
8,1,0,0,0,Male
9,1,1,0,1,Male
8,0,1,0,0,Male
3,0,0,0,0,Male
8,0,0,0,0,Male
7,0,0,0,0,Male
10,0,0,0,0,Male
7,0,0,0,0,Male
7,0,0,0,0,Male
9,0,0,0,0,Male
18,0,1,0,2,Male
9,0,0,0,0,Male
9,0,0,0,0,Male
9,0,0,0,0,Male
4,0,1,0,1,Male
6,0,1,0,1,Male
5,0,1,0,1,Male
5,0,1,0,1,Male
7,0,1,0,1,Male
5,0,2,0,1,Male
6,0,1,0,1,Male
4,0,1,0,1,Male
7,0,2,0,1,Male
5,0,2,0,1,Male
6,0,1,0,1,Male
4,0,1,0,1,Male
4,0,1,0,1,Male
4,0,1,0,1,Male
4,0,1,0,1,Male
8,0,0,0,0,Male
12,0,1,0,2,Male
8,0,0,0,0,Male
1,0,0,0,0,Male
9,0,0,0,0,Male
8,1,0,0,0,Male
7,0,0,0,0,Male
11,0,0,0,0,Male
11,0,0,0,1,Male
5,0,0,0,0,Male
6,0,0,0,0,Male
7,0,0,0,0,Male
6,0,1,0,0,Male
6,0,1,0,0,Male
6,0,1,0,0,Male
4,0,0,0,0,Male
4,0,0,0,0,Male
7,0,1,0,0,Male
7,0,1,0,0,Male
6,0,1,0,0,Male
6,0,0,0,0,Male
9,0,1,0,0,Male
8,0,0,0,0,Male
3,0,0,0,1,Male
9,0,0,0,0,Female
7,0,0,0,0,Male
5,0,0,0,0,Male
6,0,0,0,0,Male
4,1,0,0,0,Male
5,0,0,0,1,Male
4,0,0,0,0,Male
4,0,0,0,0,Male
8,0,1,0,0,Male
5,0,0,0,0,Male
5,0,0,0,1,Male
9,0,0,0,0,Male
3,0,0,0,0,Male
10,0,0,0,0,Male
3,0,0,0,1,Male
3,0,0,0,0,Male
1,0,0,0,1,Male
1,0,0,0,0,Female
1,0,0,0,0,Female
2,0,0,0,0,Male
4,0,0,0,0,Male
3,0,0,0,1,Male
3,0,0,0,0,Male
2,0,0,0,0,Male
2,0,0,0,0,Male
2,0,0,0,0,Male
3,0,1,0,0,Male
1,0,0,0,0,Male
3,0,1,0,0,Male
2,0,1,0,0,Male
2,0,1,0,0,Male
2,0,0,0,0,Male
3,0,1,0,1,Male
2,0,0,0,0,Male
2,0,0,0,0,Male
3,0,0,0,0,Female
3,0,0,0,0,Male
5,0,0,0,1,Male
4,0,0,0,0,Male
2,0,0,0,1,Male
2,0,0,0,1,Male
2,0,0,0,1,Male
2,0,0,0,1,Male
4,0,0,0,0,Male
1,0,0,0,0,Male
9,0,2,0,0,Male
2,0,0,0,0,Male
2,0,0,0,0,Female
4,0,1,0,0,Male
1,0,0,0,0,Male
4,0,0,0,0,Male
2,0,0,0,0,Male
2,0,0,0,0,Male
2,0,0,0,1,Male
3,0,0,0,0,Male
2,0,0,0,0,Male
3,0,1,0,0,Male
2,0,0,0,0,Male
2,0,0,0,0,Male
5,0,1,0,0,Male
0,0,0,0,1,Male
1,0,0,0,0,Male
0,0,0,0,0,Male
2,0,0,0,0,Male
1,0,0,0,0,Male
2,0,0,0,0,Male
2,0,0,0,0,Male
3,0,0,0,0,Male
4,0,0,0,0,Female
3,0,0,0,0,Male
4,0,0,0,1,Male
2,0,0,0,0,Male
2,0,0,0,1,Male
2,0,0,0,0,Male
1,0,0,0,0,Female
1,0,0,0,1,Male
2,0,0,0,0,Male
3,0,0,0,0,Female
4,0,0,0,0,Female
1,0,0,0,0,Female
1,0,0,0,0,Male
1,0,0,0,0,Female
1,0,0,0,0,Female
0,0,0,0,1,Female
2,0,0,0,0,Male
1,0,0,0,0,Female
1,0,0,0,0,Female
3,0,0,0,0,Male
2,0,0,0,0,Male
1,0,0,0,0,Male
1,0,0,0,0,Male
1,0,0,0,0,Male
1,0,0,0,0,Male
1,0,0,0,0,Male
1,0,0,0,0,Male
1,0,0,0,0,Male
1,0,0,0,0,Male
1,0,0,0,0,Male
1,0,0,0,0,Male
4,0,0,0,0,Male
2,0,0,0,1,Male
2,0,0,0,0,Male
3,0,0,0,0,Male
1,0,0,0,0,Female
2,0,0,0,0,Female
3,0,0,0,1,Female
2,0,0,0,0,Male
3,0,0,0,0,Male
3,0,0,0,0,Male
2,0,0,0,0,Male
4,0,0,0,1,Male
1,0,0,0,0,Female
3,0,0,0,0,Male
3,0,0,0,0,Male
7,0,0,0,0,Male
4,0,0,0,0,Male
1,0,0,0,0,Male
3,0,1,0,0,Male
4,0,0,0,0,Male
0,0,0,0,0,Male
0,0,0,0,0,Male
5,0,0,0,0,Male
2,0,0,0,0,Male
2,0,0,0,0,Male
3,0,0,0,0,Male
1,0,0,0,0,Male
1,0,0,0,0,Male
2,0,0,0,0,Male
3,0,0,0,1,Male
7,0,1,0,0,Male
2,0,0,0,0,Male
2,0,0,0,0,Male
2,0,0,0,0,Male
1,0,0,0,0,Male
1,0,0,0,0,Male
2,0,0,0,0,Male
4,0,0,0,0,Female
3,0,0,0,1,Male
3,0,0,0,0,Male
3,0,0,0,0,Male
1,0,0,0,0,Female
3,0,0,0,0,Male
5,0,0,0,0,Male
1,0,0,0,0,Male
2,0,0,0,1,Male
4,0,0,0,0,Male
3,0,0,0,0,Male
3,0,0,0,0,Male
3,0,0,0,0,Male
